DateTime,AddedIPs,RemovedIPs
1607456742,71,296
1607457859,54,184
1607459644,97,77
1607461374,119,111
1607463244,108,87
1607464454,57,43
1607465688,86,61
1607466844,72,99
1607468042,66,32
1607469240,98,77
1607470775,78,154
1607472173,63,66
1607474044,100,81
1607475451,53,39
1607477105,83,50
1607478605,87,121
1607480107,70,72
1607481244,58,76
1607482604,61,32
1607484306,100,71
1607484849,17,82
1607487668,112,104
1607489407,70,127
1607492052,131,224
1607495105,136,377
1607496605,71,682
1607498036,62,379
1607499244,57,471
1607502843,181,1168
1607506444,358,1164
1607508232,222,494
1607510049,242,118
1607511933,245,91
1607513644,272,105
1607514812,413,42
1607516306,199,77
1607517246,158,146
1607520844,593,240
1607523419,291,144
1607524448,112,115
1607526512,244,130
1607528046,165,169
1607529743,165,117
1607531109,121,1
1607532610,145,174
1607534705,166,94
1607536014,92,178
1607537151,110,91
1607538845,131,184
1607540076,95,74
1607541904,141,181
1607543252,118,178
1607545507,181,88
1607546938,137,252
1607548114,93,270
1607549645,261,120
1607552126,357,134
1607553244,102,109
1607554737,142,112
1607556025,131,6
1607556845,86,98
1607559905,275,136
1607562919,202,254
1607564048,76,124
1607565391,76,53
1607568605,158,255
1607570709,93,162
1607571246,48,142
1607574844,243,278
1607576793,97,133
1607577909,59,0
1607578445,21,150
1607581093,133,152
1607583007,126,198
1607585648,154,267
1607587149,89,154
1607588707,91,9
1607589244,27,122
1607590502,73,61
1607592307,95,97
1607592844,26,145
1607593960,70,40
1607595227,78,76
1607596446,61,118
1607600045,243,332
1607601145,72,33
1607603108,119,73
1607603644,35,93
1607607245,209,222
1607608400,78,38
1607610844,141,238
1607612686,86,122
1607614447,102,96
1607615663,53,32
1607617248,85,59
1607619006,98,133
1607620130,53,103
1607621595,66,102
1607622792,58,34
1607624269,96,81
1607625244,57,82
1607626437,81,26
1607627810,92,72
1607628845,66,76
1607630143,71,26
1607632448,117,159
1607634871,131,106
1607636458,73,115
1607639105,134,91
1607639644,20,185
1607640759,48,28
1607642041,54,58
1607643246,55,77
1607644640,51,30
1607646306,69,54
1607646846,21,95
1607649205,100,103
1607651405,98,117
1607652658,59,70
1607654540,67,113
1607655673,37,47
1607656984,48,0
1607658606,73,106
1607660183,60,61
1607661248,40,80
1607664845,134,182
1607666353,58,83
1607667905,66,5
1607671318,173,185
1607672045,39,73
1607673679,345,88
1607675644,339,113
1607679243,543,268
1607681005,124,204
1607682844,149,164
1607685284,192,404
1607686450,79,192
1607687597,70,119
1607688863,72,139
1607690044,58,198
1607692777,156,139
1607693644,47,147
1607695529,85,350
1607696705,51,1
1607698208,67,212
1607699994,86,107
1607701295,61,200
1607702663,82,98
1607704451,123,104
1607705833,79,38
1607707505,94,84
1607708628,63,165
1607709790,63,97
1607711644,98,115
1607713699,116,120
1607715244,74,135
1607717922,130,151
1607718845,50,196
1607720091,76,67
1607721906,107,320
1607724470,109,480
1607726047,67,254
1607729650,161,500
1607731748,80,194
1607733244,71,165
1607767182,1321,2627
1607768705,75,8
1607769249,22,150
1607772844,148,258
1607773985,37,48
1607775757,49,105
1607776445,16,146
1607778296,81,147
1607780048,86,146
1607781998,67,155
1607783648,78,123
1607785053,60,46
1607786706,84,85
1607787245,21,129
1607790845,172,245
1607794446,184,246
1607795928,61,121
1607797506,52,7
1607798046,23,149
1607799280,58,43
1607801476,91,182
1607803663,78,121
1607805248,127,118
1607807835,183,120
1607808845,47,111
1607810461,84,89
1607811906,58,0
1607812445,33,71
1607813980,88,78
1607815506,76,8
1607816048,18,87
1607817768,77,67
1607819651,123,105
1607823246,191,175
1607825278,84,68
1607826850,103,67
1607828360,82,84
1607829905,0,21870
1607831407,21935,0
1607833418,108,55
1607834045,51,65
1607837107,157,83
1607838608,95,100
1607841244,153,168
1607842820,0,22028
1607844304,21717,0
1607845399,31,458
1607848444,128,413
1607850201,0,21005
1607852045,20927,0
1607853584,52,120
1607855105,81,4
1607855648,45,90
1607856883,139,27
1607859244,106,130
1607859837,17,30
1607861031,37,52
1607862853,75,82
1607864178,88,36
1607865348,53,61
1607866445,45,70
1607868504,92,80
1607870044,58,91
1607871392,64,26
1607873104,143,65
1607873646,101,124
1607874928,247,45
1607876707,273,72
1607877245,87,108
1607879358,241,100
1607880848,116,81
1607882792,238,113
1607884445,205,89
1607886696,292,94
1607888044,168,98
1607889156,108,28
1607890443,126,92
1607895246,430,268
1607896907,181,80
1607898307,149,0
1607899528,82,124
1607901137,121,52
1607902445,91,90
1607906043,294,133
1607909105,211,81
1607909648,28,121
1607910791,61,62
1607912705,100,105
1607914029,82,116
1607916305,404,35
1607917628,264,65
1607920453,718,82
1607923119,640,62
1607924050,223,53
1607925415,247,14
1607927104,101,31
1607927644,27,60
1607929604,103,61
1607930705,53,2
1607932208,80,85
1607933340,70,54
1607934844,99,61
1607938444,223,218
1607940378,119,85
1607941505,56,1
1607944069,168,132
1607945649,120,53
1607947672,124,86
1607949244,141,96
1607950362,116,34
1607952307,132,42
1607952845,31,80
1607954165,43,31
1607955905,62,54
1607956444,28,89
1607957612,44,27
1607958934,201,61
1607960044,49,77
1607961288,62,27
1607963103,82,62
1607963644,33,85
1607964855,53,38
1607966048,54,66
1607967245,60,69
1607968576,51,32
1607970304,92,47
1607970844,31,68
1607972155,36,24
1607973470,81,44
1607974563,45,133
1607977505,122,171
1607979009,69,79
1607981644,109,126
1607984704,140,101
1607986206,70,106
1607988305,118,48
1607989805,78,122
1607991199,70,62
1607992443,47,62
1607993944,39,67
1607995505,64,4
1607997004,77,142
1607999645,120,149
1608000871,98,32
1608002705,83,67
1608003245,17,87
1608005326,86,96
1608006845,57,81
1608008819,118,123
1608010444,79,93
1608012694,93,97
1608014044,70,62
1608016173,73,75
1608017645,68,72
1608018864,63,29
1608021245,84,133
1608023316,105,81
1608024844,133,100
1608026165,92,36
1608027751,103,103
1608028445,39,83
1608030798,83,83
1608032987,125,107
1608034313,57,80
1608035915,65,183
1608037143,67,63
1608039245,109,70
1608040906,68,86
1608042845,122,104
1608043974,146,35
1608045317,106,74
1608046487,56,133
1608047989,63,157
1608049468,67,11
1608050044,37,94
1608052452,109,145
1608053644,56,148
1608055794,83,133
1608057873,124,187
1608059078,91,103
1608060190,65,1
1608060845,56,142
1608063190,184,112
1608064445,105,142
1608065735,75,44
1608067100,134,101
1608069005,311,150
1608070232,158,65
1608071644,58,128
1608072837,61,37
1608073936,75,108
1608075245,86,121
1608076394,76,48
1608078304,145,94
1608079804,114,123
1608081608,122,72
1608083405,222,111
1608085505,194,182
1608086753,71,132
1608088868,129,310
1608090357,103,470
1608093247,180,957
1608096120,207,387
1608097804,120,103
1608099748,119,124
1608101085,88,153
1608104045,234,386
1608105368,109,84
1608107644,166,222
1608109595,114,159
1608110922,75,4
1608112203,0,23871
1608113313,23742,0
1608114846,116,160
1608116146,79,42
